,Company,Job,Location,Salary,Specific_location,Summary
860,Post Recruitment Ltd,Technical Account Manager,Manchester,49500.0,Manchester,"POST- recruitment is recruiting for a Technical Account Manager, our client is an award-winning data science business based in Central Manchester...."
861,Mattinson Partnership,Environmental Consultant / Senior Consultant (Flood Risk),Manchester,27500.0,Manchester,"Desk-based research and data collection / analysis; Environmental Science, Hydrology or similar degree, preferably with a related MSc;..."
862,Evolution Recruitment Solutions,NLP Research Engineer,Manchester,40000.0,Manchester,This is an exciting opportunity for someone looking to utilise state of the art text analytics technology to solve big data science problems....
863,Peritus Green Associates Ltd,Geoenvironmental Engineer / Senior Geoenvironmental Engineer...,Manchester,30500.0,Manchester,Accurate and precise recording of the data obtained from site; A Masters degree is beneficial either within geological or environmental science disciplines....
864,Premier Group Recruitment,Lead software engineer,Manchester,40500.0,Greater Manchester,"Bachelor's degree in computer science, software engineering, related fields or equivalent experience. Lead software engineer - Manchester - £70,000...."
865,Aspire Data Recruitment,Senior Consultant - Optimisation,Manchester,85000.0,Manchester,"Bachelor’s degree in Business, Computer Science, Business Administration or related areas. Our client, a global consultancy is looking for a highly experienced..."
866,Candy Recruitment,Senior/Principal Medical Writer - Create Behavioural Change,Manchester,61500.0,Manchester,"Developing an outstanding knowledge of client data, therapy area and commercial objectives. _*Can you dissect complex scientific data and present it in a simple..."
867,i-teachers,Science Teacher - KS3 Coordinator,Manchester,30775.0,Manchester,Science Teacher - Key Stage 3 Co-ordinator. Science Teacher – Permanent position starting September with TLR to Lead Key stage 3....
868,Science Solutions Recruitment Ltd,Qa Officer,Manchester,27000.0,Runcorn,Science Solutions - QA Officer - up to £25k - Pharmaceuticals - Runcorn. Checking and reviewing of Lab data and specifications....
869,A for Appointments,Calibration Supervisor,Manchester,27500.0,Manchester,"O Ideally familiar with ""Lab-view"" data acquisition software. O Collate and process data generated in inter-laboratory trials...."
870,Oscar Technology,Full Stack Developer - Java 8 / Vue.js / JavaScript,Manchester,55000.0,Manchester,"A degree in Computer Science or equivalent experience. Ability to join and participate in multiple internal interest groups in trending topics like DevOps,..."
871,i-teachers,Science Teacher with TLR - Key Stage 3 Lead,Manchester,28370.5,Manchester,Science Teacher - Key Stage 3 Co-ordinator. Are you an experienced Science teacher ready for the next step?...
872,Dobson Welch,Commercial Solicitor,Manchester,48500.0,Manchester,"They are looking for a solicitor to join their Manchester team to provide legal advice on the day-to-day requirements of operating a business, and general..."
873,Post Recruitment Ltd,Commercial Sales Manager,Manchester,55000.0,Manchester,POST- recruitment is recruiting for an award-winning data science business based in Central Manchester. Ideally your background will be from selling complex non...
874,Lucam Consultancy,Medical Science Liaison - Oncology - UK North,Manchester,65000.0,Manchester,"Masters/PhD in Life Science subject. Develop and contribute to scientific presentations (e.g., abstracts or articles based on secondary data) under the guidance..."
875,Biorelate,User Experience (UX) Designer,Manchester,55000.0,Manchester M15,Located in the Manchester Science Park with excellent inner and outer city transport links. Biorelate helps world-leading research companies & scientists solve...
876,Candy Recruitment,Senior Medical Writer - #medcomms,Manchester,55000.0,Macclesfield,You can make complex data seem both simple and exciting. Add value to our client’s high quality creative and innovative science communications....
877,ISR Recruitment,Software Engineer (C#/.NET),Manchester,45000.0,Manchester,Data generation for auditing and Statistical Process Control purposes. Writing data analysis software and provide training for software users....
878,Post Recruitment Ltd,Marketing Manager,Manchester,49500.0,Manchester,"Ideally technology-led or a data company. POST- recruitment is recruiting for an truely exciting Marketing Manager, our client is an award-winning data science..."
879,Adria Solutions,Senior Java Developer,Manchester,52500.0,Manchester,Degree in Computer Science or Information Systems or equivalent practical experience. You will play a key role within each phase of the software development...
880,Network Connect Limited,Field Sales Consultant,Manchester,22500.0,Ashton-Under-Lyne OL6,Possess a high standard of education in technology or science related subjects. Experience within the telecommunications and data networking sector is not...
881,BizTek Recruitment Limited,"Salesforce Technical Architect : Amsterdam, Netherlands",Manchester,80000.0,Manchester,"Deep knowledge of data management including Data Capture, Segmentation Storage and security. Bachelor's degree in computer science, software engineering or..."
882,Manchester University NHS Foundation Trust,Clinical Nurse Reviewer (Band 6) - Manchester University NHS...,Manchester,31071.0,Manchester M13,"You will also be expected to assist with data analysis and the clinical interpretation of review data, working with our information analysts...."
883,Pinsent Masons,Document Automation Engineer/Knowledge Engineer,Belfast,23500.0,Belfast,"Graduate level e.g. a Law degree and/or qualifications in information systems, computer science, maths or similar disciplines;..."
884,Hayward Hawk,Data Scientist,Belfast,52500.0,Belfast,"Because of this the business are growing out every team, including their Data Science team. Is pleased to be recruiting for a Data Science role for one of..."
885,realTime,Data Science/Analytics Roles (Bleeding Edge AI),Belfast,47500.0,Belfast,"(Bleeding Edge Data Science). Data Science experience – turning complex data into invaluable insights using R, Python, neo4j, Machine Learning etc…...."
886,VANRATH,BI Reporting Analyst,Belfast,27500.0,Belfast,Ensuring data validation and integrity. Query databases to analyse data and produce information. Assist with data integration projects between platforms and...
889,VANRATH,Lead Data Scientist ( Java Product ),Belfast,45000.0,Belfast,"Likely to have come from a data science analytics environment, working within key customers. Data Scientist – Java Exposure...."
890,VANRATH,STEM Graduate development roles,Belfast,22000.0,Belfast,"Train, scheme, cross, stem, maths, analysis, science, Data, development, finance, Mathematics, Physics, software, training...."
891,VANRATH,Graduate Developers – HTML5 / AngularJS,Belfast,22000.0,Belfast,A degree in a Computer Science or similar subject (minimum 2:1). The client is an Internationally recognised company specialising in data services for its...
892,Bond Search & Selection,Software Developer,Belfast,30000.0,Belfast BT7,Degree in Computer Science or related. Experience of data Modelling and DB Design. Software Developer C# .Net....
893,realTime,KDB Developer (opp to move out of Consulting),Belfast,35000.0,Belfast,"Degree/Postgraduate degree ideally in Computer Science, Mathematics, Physics, Engineering. The team is working with one of the most challenging and exciting..."
894,Aspire Data Recruitment,Database Developer - SQL,Belfast,41500.0,Lisburn,"Design, develop and maintain data-brokers and data access APIs enabling secure and coherent access to stored data...."
895,Mattinson Partnership,Environmental Scientist (Contaminated Land),Belfast,29000.0,Belfast,"Hydrogeology, Geochemistry, Earth Science). Present, analyse and interpret data. Our client is a specialist environmental consultancy with a track record in..."
896,Bangor University,Research Project Support Officer in Marine Biology,Belfast,25728.0,Bangor,"The School of Ocean Sciences (SOS) encompassing the Centre for Applied Marine Science, is part of the College of Natural Sciences...."
897,NERC,Global Ozone Impacts Scientist,Belfast,42500.0,Bangor,"The research carried out at Bangor forms part of a CEH-wide science programme, covering Biodiversity and Ecosystems, Water and Pollution science which is..."
898,VANRATH,Software Developer – Cross-training scheme,Belfast,22000.0,Belfast,"Train, scheme, cross, stem, maths, analysis, science, Data, development, finance, Mathematics, Physics, software, training...."
899,IceMOS Technology,Senior Process Engineer,Belfast,36000.0,Belfast BT17,"As the successful candidate you will be qualified to a minimum of BSc in Physical Science, Chemistry or Material Science...."
900,Patrick Moore,Quality Control Supervisor,Belfast,24500.0,Antrim,"3rd level qualification in a manufacturing, engineering or science discipline. Coordinate investigations and improvement projects based on data from external..."
901,VANRATH,C++ Developer,Belfast,90000.0,Belfast,"Strong background of computer science fundamentals, data structures, and algorithms. Knowledge of SQL, HA, Multi Master, Data Warehouse, Scripting, Business..."
902,VANRATH,C/C++ Kernel Developer,Belfast,90000.0,Belfast,"Strong background of computer science fundamentals, data structures, and algorithms. Knowledge of SQL, HA, Multi Master, Data Warehouse, Scripting, Business..."
903,Task Recruitment Ltd,Statistician,Belfast,26450.0,Lisburn,"Mathematics, Engineering, Computer Science, Finance, Economics, Social Science or Business Studies) and. Experience of writing a data sharing protocol...."
904,Queen's University Belfast,Clinical Lead (Genomics) - Genomics - Queen's University Bel...,Belfast,44570.5,Belfast BT7,"Precision Medicine Centre School of Medicine, Dentistry and Biomedical Sciences. Â Experience designing, developing, managing and analysing NGS technologies and..."
905,Bangor University,Postdoctoral Research Officer,Belfast,32548.0,Bangor,"Contribute to establishing data collection and data entry protocols and oversee management of datasets. Environmental, plant and soil science;..."
906,VANRATH,Talented STEM undergraduates wanted,Belfast,22000.0,Belfast,"Train, scheme, cross, stem, maths, analysis, science, Data, development, finance, Mathematics, Physics, software, training...."
907,Vickerstock,Supplier Compliance Lead (SQA - With Travel),Belfast,30000.0,Belfast,"Advanced Microsoft Excel skills (Pivot tables, V-lookups, data analysis and graphical representation). Qualified to degree level (at least 2:1) in a Science,..."
908,Bangor University,Research Project Support Officer Shellfish,Belfast,28666.0,Bangor,To assist in producing data for publications. Experience in preparing data for scientific publications and reports....
909,VANRATH,Math’s / Physics Graduates – immediate start,Belfast,22000.0,Belfast,"The client is an Internationally recognised company specialising in data management, data analysis and data mining services for client in the capital markets..."
910,VANRATH,Angular Software Developers – Graduate opportunity,Belfast,22000.0,Belfast,A degree in a Computer Science or similar subject (minimum 2:1). The client is an Internationally recognized company specializing in data services for its...
911,VANRATH,Graduate Software Developers – HTML5 / AngularJS,Belfast,25000.0,Belfast,A degree in a Computer Science or similar subject (minimum 2:1). The client is an Internationally recognised company specialising in data services for its...
912,Bangor University,Part-time Research Project Support Officer (0.5 FTE),Belfast,25728.0,Bangor,"Environmental, plant and soil science; Experience of data input and collation; This could include reviewing scientific literature, computer data entry, assist..."
913,Bangor University,Research Officer/Fellow,Belfast,42492.0,Bangor,"The successful applicant may have a background in epidemiology, medical statistics, psychology, or another relevant quantitative science...."
914,VANRATH,Graduate Developer – Cross-training scheme,Belfast,22000.0,Belfast,"Train, scheme, cross, stem, maths, analysis, science, Data, development, finance, Mathematics, Physics, software, training...."
915,VANRATH,Go / Golang Developer – Graduate roles,Belfast,22500.0,Belfast,A pending degree in a Computer Science or similar subject (minimum 2:1). Successful candidates will help build our clients next-generation data management and...
916,VANRATH,Graduate Developer – Immediate start,Belfast,22000.0,Belfast,"Train, scheme, cross, stem, maths, analysis, science, Data, development, finance, Mathematics, Physics, software, training...."
917,VANRATH,Java Developer ( Share Scheme Incentive ),Belfast,47500.0,Belfast,"A Bachelor or Masters degree in Computer Science / Software Engineering or similar. Big Data experience, Excellent understanding of core Multi Threading..."
918,Bangor University,Study Co-ordinator (60% FTE),Belfast,32548.0,Bangor,Conduct checks on data completeness and data accuracy. School of Medical Sciences. The School of Healthcare Sciences:....
919,VANRATH,Javascript Developer,Belfast,35000.0,Belfast,"MS in Computer Science, Computer Engineering, Electrical Engineering or equivalent. You will be working closely with developers, data scientists, threat..."
920,VANRATH,Cloud Infrastructure Developer,Belfast,85000.0,Belfast,Interest in data science. Build our clients next-generation data management and storage infrastructure for....
921,Corvus Jobs,Graduate Software Engineer,Belfast,25000.0,Belfast,"The successful software engineer will have a Bachelor of Science Degree in Computer Science, Computer Engineering, Telecommunications or equivalent with strong..."
922,VANRATH,Senior Consultant (economics / policy),Belfast,40000.0,Belfast,"Conducting quantitative and qualitative data analysis, reporting and visualisation. A prominent consultancy in Belfast, focused on delivering economic research,..."
923,VANRATH,UI / UX Developers – 2+ years experience,Belfast,31500.0,Belfast,A degree in a Computer Science or similar subject (minimum 2:1). The client is an Internationally recognised company specialising in data services for its...
924,VANRATH,Principal/Architect (NEW FDI),Belfast,75000.0,Belfast,"Market data, order management systems, exchange technologies, risk systems. Build our clients next-generation data management and storage platform for cloud..."
925,Reactive Recruitment,IT Service Desk Member,Belfast,22500.0,Belfast,"3rd level IT qualification in Computer Science, Networking or equivalent. The post holder is required to have knowledge of Windows operating systems, servers,..."
926,realTime,Senior Full Stack Developer (Next Gen Projects),Belfast,36000.0,Belfast,"Degree in Software/Electrical Engineering, Computer Science or similar. Upcoming projects around wireless technology – wireless capabilities, analytics and big..."
927,Queen's University Belfast,Head of Laboratory Operations - Laboratory Operations - Quee...,Belfast,54636.5,Belfast BT7,"Precision Medicine Centre School of Medicine, Dentistry and Biomedical Sciences. Significant experience designing, developing, managing and analysing clinical..."
928,Bangor University,Research Officer (Hot House) – Public Health and Criminal Ju...,Belfast,35690.5,Bangor,"School of Healthcare Sciences. Gathering and analysis of data:. College of Health and Behavioural Sciences. School of Sport, Health and Exercise Sciences (SSHES..."
929,Queen's University Belfast,Quality and Training Manager - Quality and Training - Queen'...,Belfast,44570.5,Belfast BT7,A Degree in Biomedical Science or IBMS Fellowship qualification or an equivalent. The Precision Medicine Centre of Excellence (PMC) at Queenâs University...
930,Queen's University Belfast,Scientific Lead - Tissue Hybridization and Digital Pathology...,Belfast,44570.5,Belfast BT7,"Precision Medicine Centre School of Medicine, Dentistry and Biomedical Sciences. Significant experience designing, developing, managing and analysing tissue..."
931,Queen's University Belfast,Clinical Lead (Tissue Hybridization) - Tissue Hybridization...,Belfast,44570.5,Belfast BT7,"Precision Medicine Centre School of Medicine, Dentistry and Biomedical Sciences. The Precision Medicine Centre of Excellence (PMC) at Queenâs University..."
932,SoulTek,Data Scientist,Glasgow,80000.0,Glasgow,"Expertise in cloud computing and data storage and its application to data science (particularly Microsoft Azure Data Factory, Azure Data Lake and Power BI);..."
933,University of Glasgow,Research Assistant,Glasgow,29851.0,Glasgow,Ensure all research data is maintained in accordance with existing and new Data Protection Regulations. Experience handling and analysing quantitative data....
934,University of Glasgow,MVLS Research Data Officer,Glasgow,36676.5,Glasgow,"E2 Familiarity with bibliometric data. C2 Strong skills in data analysis, interpretation and visualisation, with an ability to evaluate data or information from..."
935,MBN Recruitment Solutions,Data Scientist,Glasgow,55000.0,Glasgow,MBN are working on a fantastic Data Science opportunity in Glasgow. They describe themselves as ‘People Scientists’ and very conscious of the social...
936,Cathcart Associates,Data Scientist,Glasgow,65000.0,Glasgow,The company are looking to expand their Data Science function and require an experienced Data Scientist to take ownership of this. Data Warehousing ability....
937,SGS,Scientific Administrator,Glasgow,27000.0,Glasgow,"BSc Hons in a biological science). Experience in a relevant field – e.g. in a laboratory or as a scientific writer or data analyst, in a biological science...."
938,University of Strathclyde,Research Associate,Glasgow,31604.0,Glasgow,The successful candidate will apply state of the art theoretical models in social science and advanced quantitative techniques using longitudinal data....
939,SGS,Electron Microscopy Analyst,Glasgow,22000.0,Glasgow,"S uccessful completion of a higher education/degree course in biological science, or equivalent laboratory experience...."
940,University of Glasgow,Research Associate,Glasgow,36676.5,Glasgow,C2 Good programming and data analysis/interpretation skills. Lead project data collection activities and coordination of field measurements....
941,University of Strathclyde,Research Associate in Process Analysis,Glasgow,35218.5,Glasgow,Detailed knowledge of measurement science (e.g. Knowledge of process analytical technologies and multivariate data analysis is desirable....
942,"Airwave Solutions, Motorola",Software Developer,Glasgow,37000.0,Glasgow,Sophisticated mobile data applications running on a range of mobile devices:. A web based Pronto manager for managing captured data and administering Pronto....
943,Hydrogen Group,Data Analyst,Glasgow,32500.0,Glasgow,The role holder will have experience in data analysis and modelling. The candidate will be educated to degree level or above preferably inc computer science or...
944,University of Glasgow,Database Manager,Glasgow,36676.5,Glasgow,Significant data management experience. Proactive in recommending new solutions and enhanced functionality to improve the efficiency of study data collection...
945,University of Glasgow,SCREDs Clinical Lecturer,Glasgow,44364.5,Glasgow,"For further information regarding the College of Medical, Veterinary and Life Sciences:. The Graduate School of the College of Medicine, Veterinary and Life..."
946,University of Glasgow,Research Assistant (Childsmile),Glasgow,29851.0,Glasgow,Departmental data security; Skills in data linkage and epidemiological data analysis of large cohort datasets....
947,University of Glasgow,Research Assistant/Research Associate,Glasgow,29851.0,Glasgow,C6 Extensive IT and data analysis/interpretation skills. E2 Experience in the processing and analysis of genetic sequence data....
948,Adopt an Intern,Junior Consultant (Big Data) with Agile Solutions,Glasgow,27500.0,Glasgow,"As an established consultancy renowned for our expertise in Data Strategy and Innovation, Agile Solutions are continuing to grow and are looking for bright,..."
949,Cathcart Associates,UI/Data Engineer,Glasgow,52500.0,Glasgow,"The organisation not only use Data Science, their whole organisation is built around it. Python Data Analytics and Machine Learning libraries (pandas, NumPy,..."
950,University of Glasgow,Lecturer in Animal Biology,Glasgow,36676.5,Glasgow,"Degree in Zoology, Marine & Freshwater Biology or a related area of the life sciences. Experience of the preparation of research data for publication in the..."
951,SThree,BI Developer (462),Glasgow,44000.0,Glasgow,"Perform data warehouse design tasks including data modelling, using industry best practices. Demonstrable significant experience of data analysis and technical..."
952,Metix Limited,Web Developer,Glasgow,21500.0,Glasgow,"Experience in computer science, data structures, algorithms and software design. BA/BS in Software Engineering, Computer Science, related technical field or..."
953,Allagents.co.uk,PHP Web Developer,Glasgow,27500.0,Glasgow,"Previous experience with data security. Experience in handling large data with MYSQL/ PHP applications. Ideally you will possess an academic, vocational or..."
954,University of Glasgow,Laboratory Manager,Glasgow,36676.5,Glasgow,"SCQF Level 12 (PhD) in relevant Science discipline. Excellent technical and documentation skills for the performance, analysis and collation of scientific data...."
955,Nigel Frank International Limited,SQL - Data Engineer Consultant - Azure - Scotland,Glasgow,50000.0,Glasgow,"MS Business Intelligence, SQL Server, Power BI, SSRS, DAX, Data Visualisation, Machine Learning, Artificial Intelligence, Business Intelligence Consultant, Data..."
956,Metix Limited,Embedded Systems Engineer,Glasgow,24000.0,Glasgow,"Experience in computer science, data structures, algorithms and software design. BA/BS in Software Engineering, Electrical Engineering, Computer Science,..."
957,University of Glasgow,Research Manager,Glasgow,45783.5,Glasgow,"E2Proven experience in collating, integrating, manipulating, analysing and presenting data from a wide variety of sources...."
958,University of Glasgow,Translational Research Development Manager,Glasgow,45783.5,Glasgow,"C9 High level of competence with a range of computerised systems, databases and data sources to support project management, improve team communications,..."
959,Rise Technical Recruitment,Business Analyst (Engineering Services),Glasgow,32500.0,Glasgow,"Data management, analysis manipulation background. Business data management, analysis, manipulation and report writing...."
960,University of Glasgow,Research Assistant/Associate in Radar/RF systems and sensing,Glasgow,36676.5,Glasgow,C6 Extensive IT and data analysis/interpretation skills as appropriate. Process and analyse the radar data using machine learning to perform automatic...
961,University of Glasgow,Senior Managing Editor,Glasgow,36676.5,Glasgow,"Document Management experience, working with large and complex documents and with editorial data sites, with an ability to summarise clinically relevant data in..."
962,University of Glasgow,Bioinformatician/Computational Biologist,Glasgow,36676.5,Glasgow,C1 Excellent data analysis skills. F2 Experience integrating data from different 'omic' sources. They have extensive expertise in working with high throughput...
963,Müller UK & Ireland,Eden Dairy Technologist Apprenticeship,Glasgow,16000.0,Bellshill,"GCSE English, Maths (Higher) and Science at grade C (level 5) or equivalent. Interpret and process data to make adjustments to process parameters in order to..."
964,University of Stirling,Learning Technologist,Glasgow,35690.5,Stirling FK9,"By sharing this data with colleagues, draw conclusions to inform the future design and development of digital learning services...."
965,University of Stirling,Academic Liaison Librarian,Glasgow,35690.5,Stirling FK9,"By sharing this data with colleagues, draw conclusions to inform the future design and development of library services...."
966,University of Glasgow,Assistant Professor,Glasgow,36676.5,Glasgow,A4 Research expertise of international standard within Computing Science that matches or enhances existing research themes within the School of Computing...
967,Cathcart Associates,Scrum Master,Glasgow,50000.0,Glasgow,"You can expect a range of fast paced, new software development work, they are building a new cloud-based platform and you will get a lot of exposure to a range..."
968,Conrad Scott,Resourcer / Graduate Recruitment Consultant,Glasgow,15500.0,Glasgow,"The company is a respected Glasgow IT Recruitment Consultancy which places IT, data science and digital marketing staff across the UK and organises and hosts IT..."
969,University of Glasgow,Lecturer/Senior Lecturer,Glasgow,45783.5,Glasgow,Developing a range of approaches to data presentation. Negotiating consent and ethical clearance for data generation and use....
970,University of Glasgow,Technician,Glasgow,29851.0,Glasgow,Be able to clearly summarise outcomes of experimental data. B1 A degree in a relevant biomedical or life sciences subject....
971,Amici Procurement Solutions,Senior Category Buyer,Glasgow,33000.0,Glasgow,"_Your Personal Data Protection:. _In making an application for this job, you understand that you are supplying Personal Data, subject to GDPR and Data..."
972,Enigma People Solutions Ltd,Senior Windows Servers and Virtualization Administrator,Glasgow,51500.0,Glasgow G34,"Evaluate, pilot, implement, integrate, and roll-out new solutions into existing data center environments...."
973,Conrad Scott,Recruitment Consultant,Glasgow,32500.0,Glasgow,"Recruitment specialisms include Data Science, IT Security, Software Engineering, Financial Technology, banking and Finance...."
975,University of Glasgow,Research Associate/Fellow for the project Work on Demand: Co...,Glasgow,36676.5,Glasgow,"B2 Knowledge of project-specific data sources. Document research output including analysis and interpretation of all data, maintaining records and databases,..."
976,University of Glasgow,Professor in Magnetoencephalography (MEG) (2 positions),Glasgow,62219.0,Glasgow,"The College of Medical, Veterinary and Life Sciences is seeking to appoint a Professor of Magnetoencephalography (MEG) to conduct and lead on world-class..."
977,NES Global Talent,Quality Engineer,Glasgow,37000.0,Glasgow,The main duties of the role will include – Providing guidance for root cause analysis and corrective/preventative actions from CAPA / NCR investigations...
978,University of Stirling,Senior HR Advisor (Employee Lifecycle),Glasgow,28666.0,Stirling FK9,"Experience of collating and analysing people data to support employee lifecycle processes. This will include process design, data gathering and analysis..."
979,University of Glasgow,Research Assistant/Associate in Access to Justice for Vulner...,Glasgow,29851.0,Glasgow,"B1 Knowledge of project-specific data sources. Specifically, the job requires expert knowledge in the area of social science research methodologies and / or..."
980,University of Glasgow,Clinician in Small Animal Soft Tissue Surgery,Glasgow,45783.5,Glasgow,"A UK-wide Athena SWAN Charter was established in 2005 to encourage and recognise commitment to advancing the careers of women in science, technology,..."
981,Next Phase Recruitment Limited,Project Co-ordinator - Pharmaceutical Science and Supply Cha...,Glasgow,18000.0,Bathgate,You will learn a great deal about the Pharmaceutical / Clinical Trial Supplies industry and this will be an excellent career opportunity for a Science graduate...
982,University of Glasgow,Senior Clinician/Clinician in Veterinary Oncology,Glasgow,53784.0,Glasgow,"A UK-wide Athena SWAN Charter was established in 2005 to encourage and recognise commitment to advancing the careers of women in science, technology,..."
983,The Green Solutions Recruitment,GIS Technician,Glasgow,38000.0,Glasgow,"Generate visual data management solution proposals, in line with compliance criteria. Experience of handling data exchange and workflows, using ETL software,..."
984,Gillespie People Solutions,Junior IT Recruitment Consultant,Glasgow,21000.0,Glasgow,"Established in 2007, this business provides a professional, consultative recruitment service to a wide range of clients, from start-ups and SMEs to larger blue..."
985,BizTek Recruitment Limited,"Salesforce Technical Architect : Amsterdam, Netherlands",Glasgow,80000.0,Glasgow,"Deep knowledge of data management including Data Capture, Segmentation Storage and security. Bachelor's degree in computer science, software engineering or..."
986,University of Glasgow,Clinician in Veterinary Oncology,Glasgow,36676.5,Glasgow,"A UK-wide Athena SWAN Charter was established in 2005 to encourage and recognise commitment to advancing the careers of women in science, technology,..."
987,University of Bradford,Visual Data Scientist – Machine Learning,Leeds,27250.0,Bradford,"You should have an MSc degree (or will be expected to achieve soon) in Mathematics, Physics, Visual Computing, Machine Learning, Big Data, Data Science or..."
988,Datatech Analytics,Junior Decision Science Analyst,Leeds,30000.0,West Yorkshire,"Conduct data analysis, reporting, querying and data management. Undertake forecasting cash-flows based on proprietary data...."
989,Aspire Data Recruitment,Senior Decision Science Analyst,Leeds,42500.0,Leeds,"The Decision Science department is focused on understanding, measuring, and predicting consumer financial behaviour...."
991,Peritus Green Associates Ltd,Junior Geoenvironmental Engineer – West Yorkshire,Leeds,21500.0,Leeds,Assisting Engineers in the preparation of factual data for interpretive reports. The position would suit someone preferably with a relevant qualifications...
992,Aspire Data Recruitment,Decision Science Analyst,Leeds,30000.0,Bradford,Experience in working with large data sets. A successful and established financial services organisation are looking for an experienced Decision Science Analyst...
993,Nestec York Ltd.,Sensory Panel Leader,Leeds,26000.0,York,Degree in Sensory Science. Check first panel data and run simple statistical analysis. We may collect relevant data for monitoring as part of our candidate...
994,StaffStore UK Ltd,Quality Control Assistant,Leeds,19000.0,Leeds LS19,"A background in food science or a related degree is required. Supporting with data collection and reporting, for instance tracking contamination levels and..."
995,TSYS,Windows System Administrator Senior,Leeds,43000.0,Knaresborough,"Major in Computer Science preferred, other majors considered. Job Complexity - Works on problems of diverse scope where analysis of data requires evaluation of..."
996,Post Recruitment Ltd,UI / UX Designer,Leeds,32500.0,Bradford,Experience of working with data analytics to identify new opportunities for improvement and problem areas....
997,Amrec Recruitment Ltd,"Embedded Systems Engineer, York, £38,000",Leeds,38000.0,York,"CAN, Ethernet, UART, and Serial Data Bus Networks. A strong degree in Computer Science, Engineering, Mathematics or Physics. Product Development Region:...."
998,LiCa Scientific Ltd,Technical Leader - Pre Formulation and Formulation,Leeds,32000.0,Bradford,"Associated data interpretation and report writing; Peer review of data / reports generated by colleagues. Qualified to PhD / equivalent level in Pharmaceutics,..."
999,NERC,Senior Data Scientist,Edinburgh,36738.0,Edinburgh,"Experience in leading data science projects. An MSc/PhD in Data Science, Data Analytics or AI or equivalent. Demonstrate a clear understanding of data privacy..."
1000,Heriot Watt University,Postdoctoral Research Associate - Energy demand modelling of...,Edinburgh,33062.0,Edinburgh,Qualifications A first degree in an engineering or science discipline A PhD in a topic with relevance to energy and buildings....
1001,Charles River Laboratories,Data Coordinator (Temporary),Edinburgh,17662.5,Tranent EH33,Data management and administrative tasks. The main aim of the role will be to enter data manually into spreadsheets although other tasks including but not...
1003,Scottish Agricultural College,PhD Studentship,Edinburgh,15000.0,Edinburgh,PhD Studentship - Integrated big data analytics in microbial metagenomics. This project would suit someone with an interest in big data analytics and...
1004,Morgan McKinley,Lead Data Scientist,Edinburgh,60000.0,Edinburgh,Lead Data Science required skills. Experience on a range of Data Science related projects. Lead Data Scientist....
1005,Heriot Watt University,Research Associate,Edinburgh,35218.5,Edinburgh,Analysis and interpretation of data; Maintain written records of research results and progress generated intellectual property and data analysis....
1006,Purview Services,Cloud Architect,Edinburgh,37500.0,Edinburgh,"Bachelor’s Degree in Computer Science, Electrical Engineering, Software Engineering, or other related program...."
1007,NetTalent,Machine Learning Engineer,Edinburgh,45000.0,Edinburgh,Net Talent's client are a leading light of Scotland's Data Science industry - a flourishing space that is seeing average salaries higher than in London!...
1008,Cathcart Associates,Database Support Analyst,Edinburgh,21000.0,Edinburgh,"Good working knowledge of data entry, maintenance and management of enterprise solution products. I am keen to speak with high calibre graduates who have..."
1009,NERC,Ecosystem and Green House Gases Scientist,Edinburgh,28200.0,Edinburgh,"The research carried out at Edinburgh forms part of a CEH-wide science programme, covering Biodiversity and Ecosystems, Water and Pollution science which is..."
1010,Faraday Grid,Principal Control Systems Designer,Edinburgh,70000.0,Edinburgh,Undertake scientific research and data acquisition to inform design pathway opportunities. Minimum of MEng / MSc Degree in Electrical / Mechatronic / Systems...
1011,The Scottish Government,Assistant Molecular Biologist,Edinburgh,18812.0,Edinburgh,Experience of demonstrating science to the public. You will have ability to analyse and interpret data. We are currently seeking applications for an Assistant...
1012,Faraday Grid,Senior Control Systems Engineer,Edinburgh,55000.0,Edinburgh,"Minimum of MEng / MSc Degree in Electrical / Mechatronic / Systems Engineering, Computer Science or equivalent...."
1013,Heriot Watt University,Postdoctoral Research Associate Environmental Acoustics and…,Edinburgh,35218.5,Edinburgh,Supporting survey data collection of user experiences and evaluations of these sites. Interest in noise mapping and ability to access and use available mapping...
1014,Lloyds Register,MSIS Technical Innovation Specialist,Edinburgh,35000.0,Edinburgh,Knowledge of Data and Systems with experience in implementing solutions via the use of Technology to meet business requirements....
1015,Dentsu Aegis Network,Trading Assistant - Graduate,Edinburgh,15500.0,Edinburgh EH3,"AMNET leverages Demand Side Platform (DSP) and Real Time Bidding (RTB) technology, advertiser data and data partnerships to drive value and efficiencies in..."
1016,Heineken,Digital Architect,Edinburgh,60000.0,Edinburgh,"Reporting into the IT manager this exciting role will help Heineken in the UK develop and deliver capabilities in web development, plug and play applications,..."
1017,Working Smart Limited,Software Deployment Engineer – Oilfield Technologies Permane...,Edinburgh,52500.0,Edinburgh,"Data base administration and data base tuning essential. Degree in Engineering, Computer Science or Physical Science essential, MSc or PhD preferred...."
1018,ION RECRUITMENT LTD.,UNIX / Linux / Datacomm Engineers (onshore / offshore),Edinburgh,45000.0,Edinburgh,"UNIX / Linux, Networking, Data Communications, basic Electrical Engineering. Experience of GPS, data radio systems, surveying and/or navigation...."
